episode_id,target_side_base,target_side_exterior_camera,chunk_index,progress_pregrasp,seed,visual_condition,energy_left,energy_right,margin_left_minus_right
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,4,exterior_hflip,0.2765676975250244,0.3427097797393799,-0.06614208221435547
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,4,wrist_hflip,0.26414042711257935,0.2735314965248108,-0.009391069412231445
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,4,both_hflip,0.2648789584636688,0.33282411098480225,-0.06794515252113342
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,5,original,0.35045623779296875,0.3613245189189911,-0.010868281126022339
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,5,exterior_hflip,0.31737813353538513,0.39205631613731384,-0.07467818260192871
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,5,wrist_hflip,0.3363482654094696,0.33413878083229065,0.002209484577178955
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,5,both_hflip,0.29785165190696716,0.3955422043800354,-0.09769055247306824
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,6,original,0.4630058705806732,0.47030019760131836,-0.007294327020645142
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,6,exterior_hflip,0.4375312328338623,0.49217498302459717,-0.05464375019073486
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,6,wrist_hflip,0.449118047952652,0.4633153975009918,-0.014197349548339844
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,6,both_hflip,0.4351280927658081,0.49684983491897583,-0.061721742153167725
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,7,original,0.4673119783401489,0.4844508767127991,-0.017138898372650146
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,7,exterior_hflip,0.3949095606803894,0.49589431285858154,-0.10098475217819214
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,7,wrist_hflip,0.4266735315322876,0.45561474561691284,-0.028941214084625244
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,7,both_hflip,0.3795921206474304,0.49201709032058716,-0.11242496967315674
2026_08_17_02_29_03_938361_L1_left_C2,left,right,3,0.41025641025641024,8,original,0.38881152868270874,0.40634411573410034,-0.0175325870513916
